u,g,r,i,z,redshift
24.27757,22.57274,21.04756,19.94367,19.62357,0.5878725
22.70056,22.89309,21.62144,20.59252,19.91517,0.6739674
17.65681,15.76355,14.87099,14.44114,14.11985,0.0630509
21.97992,21.49091,21.48032,21.38557,21.14887,1.526009
22.5759,22.22497,22.04679,21.79564,21.30728,1.395534
25.31808,20.81494,19.02972,18.43189,17.95399,0.3347892
21.44079,21.53207,21.59633,21.13078,21.11775,1.885887
19.45199,18.41836,18.06992,17.94095,17.8951,-0.0003051416
21.92274,21.92386,20.66933,19.71474,19.39101,0.5491524
20.8248,18.46185,17.02012,16.47467,16.10638,0.1980933
21.86456,22.67937,22.45031,21.00863,20.39201,0.8611451
23.62076,21.04428,19.5004,18.86473,18.4188,0.4172233
22.64164,21.52837,21.16682,20.9321,20.87425,-7.436744e-05
19.01018,17.12468,16.11316,15.70562,15.37875,0.1269305
21.39445,20.59787,19.72345,19.42299,19.00101,0.3155713
21.42948,21.24401,21.17778,20.89533,20.81277,1.580796
23.27775,22.66525,21.6817,21.38264,22.11904,0.6089539
21.86881,20.57071,20.38931,20.39564,20.24496,-0.0006159512
19.85854,19.7982,19.51637,19.49653,19.58831,1.143746
24.33229,22.08451,20.19784,19.32301,19.05663,0.3906356
21.2041,21.42262,20.03516,18.83601,18.47838,0.6420985
21.71062,21.60886,21.30485,21.10732,20.69074,1.068923
24.17258,23.03469,21.09422,19.76639,19.45597,0.6690782
22.54433,21.99177,20.56667,19.78,19.22341,0.621071
20.57404,19.19945,18.1555,17.65068,17.21032,0.2603219
18.45969,16.8889,16.02635,15.59524,15.28593,0.08969811
21.81457,20.91845,20.7409,20.53831,20.36615,2.278839
19.94631,19.88399,19.77982,19.76478,19.86666,1.353425
22.38777,21.85706,21.64678,21.47211,21.09412,0.967201
23.20415,22.11258,21.55284,20.985,20.02849,0.8770077
18.9426,17.85779,17.44051,17.28181,17.1153,0.02036483
23.82923,22.46389,20.94721,19.93344,19.3458,0.5911087
21.50685,19.29466,17.8933,17.35497,17.01551,0.233738
21.82424,21.48867,19.91422,19.11652,18.5178,0.5015736
19.83528,19.54353,19.63322,19.53262,19.64931,0.6123534
24.79079,22.81752,21.18736,20.00313,19.57814,0.6371087
23.85363,22.05513,20.957,19.94475,19.6364,0.6471693
18.95918,17.09173,16.25019,15.83413,15.55686,0.06445618
22.14702,21.62253,20.21162,19.30786,18.98934,0.5964658
21.73276,20.47385,18.81494,18.21485,17.87255,0.3303286
25.67476,23.06702,21.75974,19.17334,17.94432,0.0001002533
23.40175,21.93437,20.29692,19.31177,18.7757,0.5245491
21.71304,22.6019,22.28768,21.11792,21.78758,0.8305749
23.35403,21.49001,19.59993,18.9495,18.47954,0.3315702
23.03834,21.39212,19.53763,18.8913,18.47773,0.3533377
22.2557,21.44106,19.71102,18.85917,18.33442,0.436648
19.44897,19.10884,18.97123,19.05608,18.94826,0.8782024
23.47826,23.18227,21.17141,19.96976,19.3837,0.5205499
21.28678,19.26411,19.05773,18.76792,18.53281,3.128915
19.94564,19.01059,18.68882,18.60979,18.61226,0.0002867297
23.47759,21.537,20.93527,19.20708,18.75599,0.0002930962
24.1167,24.75274,21.60766,20.5304,19.88806,0.692415
21.60374,21.49965,21.36719,21.0787,20.52413,0.870824
25.99719,23.54193,21.43622,20.4153,19.70621,0.5181635
21.57025,20.75931,20.44505,20.307,20.12819,-0.0005310166
25.38026,23.68405,21.67931,20.60957,19.69972,0.8044181
17.19861,16.53993,16.34967,16.50982,16.46723,0.007879799
26.95955,22.66644,20.87031,19.62397,19.14753,0.5923803
20.74388,18.67372,17.38473,16.83307,16.4505,0.2231107
22.91421,21.93471,20.34451,19.56247,19.21039,0.4409049
21.06909,20.35689,20.39902,20.3938,20.22169,2.551716
22.5582,20.59412,19.38505,18.89169,18.50438,0.1487639
20.3391,19.77074,19.40927,18.39694,17.57343,0.0001155446
20.14059,18.44244,17.6475,17.30945,17.04441,0.1347768
22.84027,23.32096,21.89416,21.79489,20.77853,0.7803912
26.40497,21.97347,20.35901,19.39907,18.87855,0.3994796
22.90985,20.79657,19.57761,19.15973,18.6378,0.3124055
26.14311,21.5867,20.19656,19.28939,19.07072,0.5937545
24.71605,22.23851,20.81005,19.86706,19.30015,0.588437
16.36665,15.31827,14.92783,14.81459,14.80661,-0.0001101531
20.64188,20.3664,19.95831,19.85067,19.81355,1.272375
19.45394,18.22501,17.6757,17.33425,17.12407,0.05114415
19.99201,18.17938,17.23142,16.76427,16.4411,0.143224
19.68883,19.28091,19.27001,19.03915,19.09422,0.5265539
21.02204,20.76151,20.74896,20.80469,20.6909,2.038556
22.91968,21.84504,20.0659,19.27576,18.85241,0.4849026
22.70697,21.15429,19.36457,18.65198,18.21808,0.4076971
23.7291,22.65089,22.04579,21.54655,21.5687,0.7009683
21.54926,20.46094,19.91476,19.6793,19.57475,0.0006269078
20.7178,18.9894,17.90458,17.30819,16.93593,0.1866432
18.50882,16.67776,15.88844,15.50315,15.19838,0.06369793
24.5059,23.2706,21.80587,20.52867,19.836,0.6777754
16.52681,15.40873,14.92917,14.68397,14.47564,0.0227975
22.80573,22.22728,20.70309,19.79566,19.62499,0.575047
19.79622,17.74083,16.81864,16.38788,16.07451,0.07312995
20.38038,19.7921,19.70248,19.59278,19.16821,2.195576
18.46835,17.27424,16.68127,16.47955,16.36736,0.0
22.61522,20.67155,19.03443,18.40453,18.05428,0.3819334
20.5766,20.47495,20.30892,20.13876,20.16471,1.87553
25.80213,21.45741,20.00348,18.83547,18.24723,-0.0001486957
19.49698,17.97762,17.4034,17.15083,17.03662,-0.0004613228
22.8031,22.79711,22.58504,22.06583,21.81507,1.819998
22.05705,21.74261,21.46156,21.30756,21.13905,1.324453
19.63561,17.04007,15.65903,15.0666,14.77046,-0.0001312921
19.31963,17.28712,16.31704,15.86921,15.50999,0.07914414
24.80063,22.44722,21.73144,20.71527,19.89395,0.914374
20.33673,20.08319,19.93427,19.97487,19.81394,0.9469486
19.66456,19.18498,18.51901,18.08704,17.86781,0.1945821
24.65537,22.27023,20.97351,20.1183,19.56693,3.054502e-06
19.2035,17.93817,17.33644,16.88882,16.68801,0.08054364
25.16,23.53951,21.78693,20.60503,19.74847,0.7617353
22.08369,20.86454,19.69243,19.23946,18.90748,0.1609946
22.57059,21.81812,20.38053,19.56667,19.33554,0.5330245
23.95901,21.45168,20.99064,20.83455,20.90097,6.911286
19.00162,17.3204,16.39913,15.91143,15.52532,0.04935017
18.51482,17.57095,17.18193,16.94705,16.78049,0.03759687
19.32576,18.10282,17.50006,17.14526,16.94247,0.1174717
20.40492,18.61113,17.53357,16.98133,16.51238,0.1239302
21.82178,19.22585,17.90219,17.37845,17.04433,0.1944272
15.8745,14.02731,13.20467,12.80524,12.51869,0.01731313
19.73676,17.89535,16.92411,16.42212,16.00976,0.09303075
21.44686,21.19854,20.68446,19.76449,19.25063,0.8089917
23.23671,21.05615,19.23722,18.56956,18.22406,0.3693936
21.50386,21.21627,20.88728,20.73222,20.64101,1.30039
18.36042,17.45542,17.15308,17.02372,16.97936,0.0001139358
23.57863,22.61047,20.88,19.49725,18.69369,0.8150292
17.95075,17.02786,16.6676,16.53671,16.53282,-8.09647e-05
23.35148,21.24507,19.54827,18.77522,18.31373,0.4084899
21.35913,20.65144,20.35495,20.0827,19.74933,0.6846218
23.9471,22.61706,21.17204,19.95485,19.6221,0.6586917
20.70619,18.64566,17.53467,17.09963,16.77032,0.1627912
21.45704,21.14403,21.0081,20.81927,21.34709,1.613904
19.58197,18.33035,17.84335,17.62953,17.52569,0.02196123
21.94538,21.26436,21.12203,21.09388,21.16797,2.544885
24.28455,22.77148,21.45404,20.44907,19.74662,0.6617274
23.00056,22.77989,22.34579,21.82137,21.48354,0.7794791
18.11477,16.79242,16.32661,16.15447,16.10786,-0.0001503004
23.32726,23.91595,21.13033,19.848,19.29956,0.5972013
23.20598,23.44019,23.19618,22.01723,22.15063,2.051583
21.57287,19.72942,18.28052,17.68113,17.26688,0.2564912
23.10448,22.09816,21.79874,21.73783,21.60588,0.05072561
22.6981,20.99041,19.71567,18.99207,18.74642,0.2930901
18.77864,18.41707,18.32643,18.21996,18.10675,0.7046257
22.05599,19.90609,18.01661,17.35142,16.92709,0.3526891
19.18991,17.32803,16.51876,16.17687,16.01745,-4.347584e-05
19.46132,17.99586,17.4769,17.28466,17.18805,-0.0001050951
22.20171,21.06742,20.84709,20.73195,20.77062,1.346669
19.3688,17.48513,16.57024,16.156,15.82607,0.07594565
26.41337,21.96898,20.2859,19.43049,18.87358,0.4714664
24.93167,21.7917,20.25343,19.37097,18.83208,0.4966273
24.64049,22.17142,20.65574,19.66886,19.21873,0.5478468
20.26767,19.27224,18.78161,18.58449,18.51767,0.0006042687
23.75335,22.43093,20.95384,19.91297,19.50833,0.6316508
26.24928,20.72719,18.88015,18.25855,17.83422,0.3766293
23.51601,22.32696,22.24091,22.37964,21.5383,3.489013
24.04435,21.15761,20.9556,20.90849,21.36086,-0.0002653516
24.04758,21.69569,19.92708,19.11339,18.67909,0.4468396
25.83913,22.72086,21.11636,20.00388,19.70607,0.5996215
23.43689,22.50598,20.85043,20.0553,19.59501,0.317386
21.48462,19.99748,19.30832,18.95819,18.81659,0.1351534
22.07815,20.97341,20.52067,20.24291,20.46147,4.075254e-05
22.62224,21.06565,19.29755,18.66513,18.21197,5.464993
19.61337,18.36613,17.66781,17.19479,16.95193,0.0854832
20.24587,18.41069,17.23849,16.7318,16.34213,0.1866587
21.00928,19.04834,17.72522,17.22342,16.88031,0.2180833
22.96328,21.90716,20.30893,19.30916,18.85549,0.5812588
19.09448,17.27363,16.35242,15.92185,15.58756,0.09015639
23.48894,21.95245,20.3805,19.45982,19.1659,0.513781
21.2473,20.74286,20.56828,20.13617,19.6908,0.445505
20.31813,18.51638,17.47904,16.98494,16.6293,0.1689108
22.10163,21.60011,21.57247,21.32723,20.97506,1.774945
26.5728,21.48375,19.93256,19.05481,18.46948,0.5198998
20.43326,19.84606,19.54237,19.33568,18.98049,2.213074
26.23677,22.42093,20.37243,19.18066,18.7319,0.5759254
22.90913,20.15495,18.55698,17.98855,17.68313,0.3193884
17.61496,16.38769,15.93589,15.78105,15.72163,-0.0002850658
20.46085,18.52106,17.44454,16.97526,16.63263,0.1237348
22.48055,20.96379,19.15522,18.50954,18.05983,0.3719348
20.1844,17.88341,16.91648,16.59068,16.4017,0.000118795
22.06631,22.21273,21.14111,20.0122,19.6948,0.6370493
22.74757,21.44915,19.92344,19.10321,18.75835,0.4461543
19.32917,17.92731,17.37236,17.1468,17.03979,8.709138e-05
26.99474,22.94272,21.44174,20.38763,19.70286,0.520751
22.79299,20.90289,19.52233,18.27384,17.62032,1.033447e-05
22.11959,20.18939,18.54109,17.92072,17.61305,0.294526
24.8903,21.62209,20.20016,19.31397,19.08368,0.5036258
23.86494,20.39918,18.75267,18.16386,17.7752,0.3585637
25.75501,21.81627,21.14724,20.81586,20.3204,2.857779
23.51237,21.85586,21.4069,20.73997,20.42764,1.871164
23.19522,22.42649,22.38568,21.87935,21.54357,1.594511
18.03512,16.94998,16.4516,16.30311,16.20352,5.680177
22.18291,21.91811,21.7636,21.7371,23.02553,0.006186674
21.37598,21.26117,20.68229,20.77609,20.29232,1.015488
22.94884,22.03096,20.47416,19.425,18.81202,0.5527128
25.95659,22.21046,20.55752,19.7697,19.36419,0.3215084
18.92455,17.86351,17.40067,17.1326,16.94118,0.07709993
19.68244,18.06767,17.40351,17.12809,16.99701,-0.0002136906
22.69651,22.29679,20.5548,19.72942,19.27039,0.4643968
25.16276,21.02634,19.22324,18.53205,18.14057,0.4217602
23.858,19.7722,18.1331,17.54073,17.16786,0.324728
23.73362,22.60652,20.76279,19.66882,19.21569,0.5664276
25.13191,21.29717,19.56253,18.87075,18.47152,0.4132884
21.7751,19.84074,18.19829,17.58762,17.22514,0.3021519
20.18353,19.26307,19.04014,19.0053,18.86073,9.005609e-05
20.14137,18.24354,17.09307,16.62748,16.29603,0.1659103
18.06323,17.07196,16.72909,16.60082,16.55043,-0.00038382
22.38265,21.25533,19.80548,18.84878,18.47444,0.5388203
20.86026,18.95937,18.11362,17.73421,17.43376,0.07638785
22.02785,21.18041,20.78345,20.72976,20.48866,2.450556
25.27076,21.63243,20.24436,19.29883,18.77345,0.4453045
21.31527,18.84152,17.45328,16.25918,15.59962,-2.980751e-05
24.72807,20.41369,19.2992,18.87861,18.62546,-0.0002012104
24.24524,23.4799,22.09142,20.56309,19.56602,-0.0003055608
19.10284,17.79921,17.04634,16.63699,16.31158,0.08959064
23.67002,23.09377,21.05052,19.88472,19.32401,0.7341884
18.549,17.07647,16.29774,15.8983,15.62106,0.1325814
25.54587,22.52865,20.8101,19.80583,19.31939,0.5522975
24.27816,21.67417,21.58473,21.46537,21.72216,1.444296
24.66253,21.8775,21.76845,21.59688,21.06626,2.393114
19.0621,17.09598,16.05531,15.59958,15.25541,0.134609
21.04559,20.02391,19.59336,19.46286,19.42946,0.0002623118
18.25889,16.47119,15.65849,15.24116,14.94475,0.05740909
22.93996,21.34062,21.32778,21.16224,21.89969,-0.0007618867
23.33027,21.52943,19.74742,19.0552,18.42904,0.3551061
24.8281,22.65644,21.88955,20.80659,19.95467,0.8588972
24.03784,21.27853,20.91116,20.88259,20.4371,0.7970301
22.71143,24.69043,21.53244,20.24502,19.53085,0.6712182
24.29257,22.3052,20.78732,19.73768,19.1775,0.5400421
20.51009,18.16488,17.00498,16.52488,16.11834,0.1382256
27.01524,23.4387,21.5255,20.59493,19.8843,0.7251364
21.88381,21.43,20.99261,20.59313,20.30376,1.825602
22.99516,21.4864,19.65463,18.91965,18.55263,0.3975275
19.78117,19.55608,19.49522,19.19278,19.19814,1.695496
22.09375,22.18737,21.62825,21.47759,21.02683,1.384653
24.42279,23.47319,22.05453,20.94441,18.41626,2.152194e-05
20.34007,20.15696,20.15814,19.94161,19.91938,1.831435
20.19672,19.6069,18.85047,18.57178,18.28805,0.3305266
21.15087,20.13681,19.87113,19.76048,19.81344,0.0001241862
24.16194,21.96857,22.18356,22.1333,22.05188,2.657141
22.18869,22.43703,21.80644,21.4628,21.03609,0.8411649
18.81898,17.48216,16.77225,16.32894,16.02688,0.06537782
19.3632,18.3389,18.10136,18.03409,18.05009,-0.0001116325
20.90466,20.30501,20.30847,20.21482,19.9452,2.237849
22.25957,21.71535,21.4576,21.51072,21.2941,2.19627
23.58318,21.91448,20.38875,19.57107,19.17397,0.4666128
20.33095,17.85356,16.57059,16.06641,15.74287,7.05018e-06
21.28616,21.28923,21.152,20.66507,21.19105,1.63014
20.21152,18.28935,17.38078,16.96531,16.6074,0.07998345
20.32594,18.48481,17.63527,17.24304,16.93349,0.07699213
23.44338,21.5852,19.84805,19.03341,18.58148,0.4351417
22.47655,21.21067,19.37022,18.686,18.26263,0.3838333
17.77079,16.85425,16.5291,16.33533,16.17076,0.03922652
23.72102,21.91192,21.72178,21.50744,21.66877,1.147542
23.95001,21.1931,19.35538,18.61155,18.24056,0.4256111
19.90833,17.56472,16.6886,16.41859,16.27266,-6.458694e-05
20.65709,19.21362,18.57252,18.28391,18.19452,-0.001120597
23.65703,19.8548,18.29086,17.71017,17.26346,0.2945911
20.11948,18.16846,17.18698,16.78029,16.42022,0.122572
21.25169,20.62722,19.98244,19.23357,19.13813,0.7061672
21.52566,18.72038,17.12388,16.33406,15.94141,6.432296e-05
19.90027,19.81952,19.7508,19.50147,19.28577,1.708907
23.04348,20.37234,18.66028,18.09976,17.71279,0.3231881
19.52994,17.35556,16.23263,15.77229,15.38095,0.1351846
23.53299,22.10877,20.28676,19.3528,18.85266,0.5038168
23.22545,20.72597,18.97125,18.34169,17.97399,0.3739865
24.98202,23.13328,20.93504,20.36136,20.17709,0.8220302
20.46147,18.63345,17.83938,17.51913,17.32984,0.0002161401
18.8988,17.86301,17.47433,17.33952,17.28006,-0.000389949
26.46617,22.0434,20.19817,19.14667,18.62135,0.5254205
19.46761,18.11312,17.49114,17.23323,17.12567,0.0001082842
22.43854,21.85729,20.98944,19.85145,19.3236,0.6298773
22.79822,22.52224,21.2069,20.04573,19.84491,0.6721514
19.26368,17.47317,16.57573,16.14317,15.83267,0.08804161
24.55009,23.80311,21.23278,20.00799,19.74646,0.6150649
25.00563,23.29195,21.79628,20.47912,19.64362,-0.0001080759
22.53739,22.95615,21.26908,20.0598,19.41595,-0.0001387428
23.18268,20.58662,18.97047,18.36767,18.02637,0.3020958
21.47409,19.36281,17.93468,17.36066,16.98197,0.2382457
21.97833,21.57468,21.23539,20.79344,20.39046,0.5648972
21.58952,21.27799,20.43374,19.72378,19.59657,0.6761755
20.70109,18.87947,17.58346,16.97922,16.59802,0.1598859
23.54546,20.84511,20.578,20.41769,20.90725,3.289083
18.48121,16.98374,16.43727,16.2192,16.11931,0.0003353671
24.63464,20.37601,19.9161,19.51835,20.17875,-0.0007589337
20.28294,18.41119,17.40167,16.9969,16.65099,0.1260752
23.4857,21.20414,19.42864,18.45923,17.98077,0.4905111
22.01421,19.70021,18.23894,17.69809,17.30496,0.255861
19.14618,18.90514,18.8648,18.60958,18.59392,1.684446
20.24039,19.0932,19.02141,19.11081,19.12315,0.0005621968
18.30631,16.92774,16.37099,16.15132,16.04423,-5.833672e-05
23.49439,22.05085,21.52759,20.68826,20.42381,0.758924
21.26217,21.10711,20.99569,20.8564,20.63687,1.678503
21.35324,21.10861,20.77083,20.48036,19.91321,0.9573739
20.06892,18.8478,18.86972,18.93549,18.99053,-0.0005257978
21.0612,21.07257,20.8595,20.72229,20.84548,0.5213835
20.74527,18.88987,17.5382,17.01891,16.69364,0.2249808
22.93378,21.08116,19.37897,18.61138,18.13579,0.4136712
22.43314,20.05962,18.29554,17.62918,17.2715,0.3183751
21.88266,21.19575,21.13012,21.18271,21.00102,2.297068
21.65588,20.80078,20.52988,20.2788,20.26989,-0.0008422392
22.66277,21.97766,21.84546,21.72627,21.30652,0.1700284
21.86883,21.7473,21.47907,21.04817,20.88632,1.492107
22.09109,21.82332,21.51981,21.46387,22.05108,1.088008
22.90694,24.41349,22.14466,20.57092,19.72308,0.8804387
22.69447,23.51706,21.47389,20.4002,19.4484,0.6373331
23.97214,22.28829,21.77888,21.34081,21.2992,1.550056
26.44846,21.55778,20.0124,19.14395,19.02643,0.4560092
18.21172,17.77348,17.69685,17.72686,17.76985,2.82839e-05
19.99329,18.71948,18.21631,18.0054,17.89797,0.0007341649
23.03123,22.48563,21.10412,20.01689,19.72936,0.6293516
19.56997,17.54825,16.74544,16.43493,16.25419,2.851682e-05
22.30391,21.94795,21.65794,21.7164,22.42052,2.280861
21.39416,19.31133,17.85046,17.29987,16.93631,0.2365482
20.52653,18.23653,17.11301,16.62182,16.1965,0.1010165
18.53399,17.18161,16.76348,16.47679,16.45152,0.04619972
20.38567,18.52766,17.40573,16.93102,16.58128,0.1634296
24.73503,22.29114,20.69071,19.24841,18.76196,0.6862752
21.56013,21.15892,20.75249,20.41654,20.58215,1.79625
19.5747,18.26049,17.25471,16.80126,16.51303,0.2146272
21.06881,19.88691,19.29643,19.0737,18.98956,0.000234425
21.30745,20.92133,20.91895,20.71968,20.29379,1.812659
19.49526,18.38769,17.81665,17.49597,17.26086,0.131328
27.74044,21.2325,19.38563,18.63294,18.13843,0.4701248
17.38224,16.59544,16.32173,16.17669,16.06769,0.01744534
25.05183,21.92864,20.51888,19.56975,19.08984,0.5137425
23.01366,22.49742,21.80424,20.7792,19.7755,0.7160439
20.21957,18.2668,17.21001,16.7621,16.39478,0.1194365
18.60455,17.25052,16.47622,15.98988,15.69815,0.06601395
19.50511,18.00593,17.36873,17.08711,16.9157,0.0005690598
21.68946,20.24838,19.6452,19.54328,19.24023,-0.000205353
26.4197,21.90546,20.2528,19.02621,18.46586,0.6175405
22.21844,21.93431,21.81026,21.56667,21.52034,0.8996363
27.09872,20.2713,18.46684,17.8109,17.50371,0.3332746
24.23396,22.34706,20.99642,19.85425,19.41505,0.5979819
18.83949,18.52384,18.19347,18.10509,18.05982,1.138449
19.81163,18.45429,17.62811,17.18466,16.92014,0.1682514
24.30298,21.6465,20.51522,19.7063,19.41959,0.523576
26.753,22.61577,21.0942,19.76046,19.07329,0.6742991
23.65076,21.99236,21.60909,21.12398,20.71791,2.165248
21.43516,21.0455,20.73601,20.83672,20.42157,0.9839923
19.18041,18.94088,18.86594,18.92827,18.74312,0.7983801
23.43515,22.65864,21.55027,20.54655,20.4158,0.5317346
22.03218,22.15726,20.59083,19.32762,18.80216,0.7763692
22.95468,22.22977,20.75583,19.61321,19.03109,0.5771461
23.99303,22.95914,21.68642,21.33471,21.13433,0.8723203
23.25064,22.0302,21.91756,22.03133,22.48012,2.785734
22.35859,21.85753,22.24089,21.64404,21.55917,0.07211545
21.91807,22.01155,21.16777,20.00628,19.32535,-9.793409e-05
23.03993,21.34218,20.31846,19.8296,19.50843,-7.428358e-05
19.87128,19.84221,19.74873,19.40275,19.45092,1.884243
22.35527,21.35896,20.27451,19.47646,19.05593,0.5605692
22.28941,22.23097,21.7651,21.66885,21.62084,1.328659
25.87131,22.44894,20.64124,19.63461,19.22436,0.5350435
24.71855,22.94982,21.7461,20.60661,19.87905,0.6030661
21.01826,19.55687,17.96461,17.36763,16.95432,0.2551974
24.6481,22.1747,20.36878,19.23029,18.48614,0.0002498325
19.26137,17.9505,17.38397,16.99423,16.71196,0.06891999
22.29524,21.71365,21.07268,21.53348,20.97752,0.2813342
21.08493,18.85221,17.5695,17.0519,16.58364,0.174541
22.52786,21.5995,20.79599,20.19196,20.01873,1.553799
22.3877,21.71362,21.75274,21.27751,20.64234,0.4338142
24.54003,21.29415,20.05575,19.3418,18.8505,0.0001587339
19.83227,17.85608,16.93307,16.51891,16.18255,0.07826749
20.04344,18.1103,17.21487,16.832,16.58784,-0.0002589022
20.03276,18.93167,18.54692,18.41961,18.36649,-0.0001687285
21.18711,19.65211,18.83678,18.32561,18.14923,0.1838813
23.13597,24.70481,21.47589,20.14971,19.33514,0.7792028
20.42329,20.03905,19.89752,19.75319,19.77944,0.6454737
21.68278,21.44822,21.64766,21.69481,21.69935,0.03713963
24.63468,22.1506,20.85291,19.7709,20.86134,0.3485487
22.92221,21.33028,19.5317,18.79009,18.42606,0.3163556
22.2478,21.75291,20.16495,19.01517,18.58116,0.5497302
18.79098,18.36159,18.08188,17.82837,17.96411,0.2075063
21.95723,20.38815,18.57503,17.92131,17.51638,0.3269643
18.91472,17.3543,16.54482,16.12163,15.83375,0.07273352
23.7095,22.16994,20.49274,19.27864,18.81881,0.6151411
24.05339,23.22257,21.5356,20.64725,20.55516,0.5309601
20.9141,19.14798,17.9501,17.36467,16.98469,0.212095
22.97768,20.14597,18.40583,17.78432,17.38115,0.3414131
23.96146,22.34782,20.38927,19.48342,18.99394,0.4721359
24.10021,24.32657,21.39116,20.07194,19.18892,0.7610031
23.14231,21.23439,19.44764,18.7995,18.59339,0.3859777
